ID Registro,Cidade,País,Fonte Energia,Consumo MWh,Custo Unitário USD,Ano,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,Eficiência Energetica,População Cidade,Indústria Predominante,Clima
9269,Pequim,China,Gás Natural,36408,19,2022,230367,"0,2002",950892,4961,3825864,7369,19763061,Mineração,Temperado
9270,Xangai,China,Solar,41171,21,2015,348798,"0,8795",106857,4258,8329033,6652,9465393,Manufatura,Desértico
9271,Tóquio,Japão,Hidrelétrica,39954,25,2021,39138,"0,1604",357936,3623,9793752,7826,17090980,Manufatura,Mediterrâneo
9272,Osaka,Japão,Gás Natural,25140,12,2019,253708,"0,7528",12367,4385,6118691,7546,10667193,Agronegócio,Mediterrâneo
9273,Londres,Reino Unido,Hidrelétrica,21724,7,2021,267015,"0,7566",700676,1711,659095,7904,5755774,Manufatura,Mediterrâneo
9274,Paris,França,Nuclear,8765,21,2021,365934,"0,062",429141,1951,1763289,8778,2737969,Manufatura,Desértico
9275,Toronto,Canadá,Nuclear,28628,7,2017,422917,"0,1067",655640,3186,5529317,5915,2430651,Mineração,Tropical
9276,Vancouver,Canadá,Nuclear,28030,8,2023,30046,"0,1842",471524,2256,1442245,6113,2254328,Agronegócio,Frio
9277,Sydney,Austrália,Nuclear,24867,5,2015,393591,"0,8756",289029,1276,339698,6501,3536491,Mineração,Temperado
9278,Melbourne,Austrália,Hidrelétrica,12056,18,2016,411306,"0,1583",58494,4867,741328,6358,9504862,Turismo,Desértico
9279,Cidade do México,México,Carvão,29381,1,2017,394900,"0,055",109594,1482,2686901,5633,8061253,Mineração,Mediterrâneo
9280,Moscou,Rússia,Eólica,48354,22,2020,154904,"0,1956",290818,2538,6445932,8595,11721446,Manufatura,Temperado
9281,Nova York,Estados Unidos,Eólica,31099,22,2015,148734,"0,4563",301020,3872,5641117,780,10419906,Financeiro,Mediterrâneo
9282,Los Angeles,Estados Unidos,Eólica,22628,11,2017,449287,"0,8401",367910,4727,3546404,795,13978920,Financeiro,Frio
9283,São Paulo,Brasil,Eólica,33299,7,2018,54779,"0,3095",178871,192,2170231,7024,16095277,Tecnologia,Frio
9284,Rio de Janeiro,Brasil,Eólica,17032,8,2021,213772,"0,7061",415955,3662,1417648,8387,2383103,Agronegócio,Tropical
9285,Berlim,Alemanha,Nuclear,17308,16,2017,139391,"0,4997",925651,4582,4005811,657,9729631,Financeiro,Tropical
9286,Munique,Alemanha,Hidrelétrica,47508,12,2020,40075,"0,5309",16788,727,6358494,8342,6571745,Agronegócio,Desértico
9287,Mumbai,Índia,Nuclear,11734,2,2016,405402,"0,5259",448448,1183,1977782,6296,3582416,Mineração,Tropical
9288,Nova Délhi,Índia,Eólica,29101,11,2019,348867,"0,4181",282418,4134,1465135,896,12495147,Manufatura,Tropical
9289,Pequim,China,Gás Natural,8050,22,2019,212322,"0,4187",788277,1864,984721,5459,7712970,Mineração,Tropical
9290,Xangai,China,Gás Natural,5039,8,2019,42678,"0,6091",639057,3513,391827,9016,12510304,Manufatura,Mediterrâneo
9291,Tóquio,Japão,Gás Natural,4798,9,2022,377945,"0,7345",653652,2273,297904,7844,7836962,Turismo,Temperado
9292,Osaka,Japão,Gás Natural,6970,15,2016,301861,"0,8346",651910,3116,1644734,5886,1948337,Agronegócio,Frio
9293,Londres,Reino Unido,Carvão,32187,12,2020,232380,"0,6201",317323,3609,349809,7464,18866761,Tecnologia,Temperado
9294,Paris,França,Carvão,22855,1,2019,6195,"0,4414",846722,751,4229346,5807,17898367,Turismo,Frio
9295,Toronto,Canadá,Gás Natural,21268,1,2017,114241,"0,5336",564373,1295,335352,9051,7798815,Agronegócio,Tropical
9296,Vancouver,Canadá,Hidrelétrica,48162,7,2017,432328,"0,5696",913847,3441,5222729,978,11423789,Mineração,Mediterrâneo
9297,Sydney,Austrália,Nuclear,32271,5,2021,162229,"0,8152",658437,3189,7444837,9186,5368518,Financeiro,Tropical
9298,Melbourne,Austrália,Eólica,26347,15,2015,129355,"0,7142",750756,961,6557581,6588,8569859,Agronegócio,Desértico
9299,Cidade do México,México,Eólica,17729,24,2022,112849,"0,8322",66616,2948,2825106,547,8895583,Turismo,Desértico
9300,Moscou,Rússia,Nuclear,38242,18,2018,389992,"0,3325",856386,3501,7513064,9063,1529854,Mineração,Desértico
9301,Nova York,Estados Unidos,Gás Natural,18329,22,2021,218209,"0,6945",97148,1313,571284,5553,1431734,Mineração,Temperado
9302,Los Angeles,Estados Unidos,Eólica,30112,12,2022,322061,"0,0891",27321,400,3001391,6808,15641834,Financeiro,Mediterrâneo
9303,São Paulo,Brasil,Nuclear,18482,6,2022,301217,"0,1928",206602,3885,3469437,6646,10007375,Manufatura,Desértico
9304,Rio de Janeiro,Brasil,Carvão,38074,11,2016,48653,"0,1875",257536,4712,2993402,9201,13908035,Mineração,Desértico
9305,Berlim,Alemanha,Carvão,49167,5,2023,480721,"0,1638",246588,3908,1769018,7074,14392865,Turismo,Temperado
9306,Munique,Alemanha,Gás Natural,16493,22,2018,101273,"0,8167",566506,3321,1249667,526,15388956,Financeiro,Frio
9307,Mumbai,Índia,Gás Natural,17391,11,2023,484581,"0,7912",844122,184,678345,917,14696506,Mineração,Tropical
9308,Nova Délhi,Índia,Eólica,1168,15,2016,464653,"0,5649",682998,1189,17858,5097,4116074,Turismo,Frio
9309,Pequim,China,Hidrelétrica,14893,19,2017,22219,"0,1485",187993,1563,424765,5832,19477774,Agronegócio,Desértico
9310,Xangai,China,Gás Natural,15217,16,2018,377026,"0,1603",542401,3851,3520864,9237,652279,Tecnologia,Tropical
9311,Tóquio,Japão,Hidrelétrica,43563,2,2022,332710,"0,6073",628860,311,3151639,8641,19215945,Mineração,Desértico
9312,Osaka,Japão,Hidrelétrica,9409,21,2019,405742,"0,2268",756307,4374,1890406,9275,6222417,Agronegócio,Temperado
9313,Londres,Reino Unido,Solar,27163,25,2023,170946,"0,4221",173734,4857,5984178,5828,2798177,Agronegócio,Desértico
9314,Paris,França,Eólica,25607,19,2018,225281,"0,3706",555601,22,5690728,7668,11879891,Turismo,Desértico
9315,Toronto,Canadá,Solar,49613,13,2016,83483,"0,4546",57211,4723,4035239,9416,6435461,Tecnologia,Mediterrâneo
9316,Vancouver,Canadá,Nuclear,34830,9,2015,220131,"0,4142",376334,3946,2662765,6955,4589212,Financeiro,Mediterrâneo
9317,Sydney,Austrália,Eólica,26189,24,2016,309747,"0,4828",413045,3686,5154527,8691,14912747,Turismo,Frio
9318,Melbourne,Austrália,Carvão,28862,9,2019,343641,"0,7965",209185,174,1287246,8072,8746138,Agronegócio,Mediterrâneo
9319,Cidade do México,México,Eólica,12888,24,2016,229765,"0,5488",457700,275,1649192,9554,12648008,Turismo,Tropical
9320,Moscou,Rússia,Eólica,15641,12,2019,456506,"0,4602",399314,313,344645,6462,12623025,Tecnologia,Temperado
9321,Nova York,Estados Unidos,Carvão,39235,8,2017,281770,"0,3575",554175,3714,4434603,5863,9924066,Mineração,Desértico
9322,Los Angeles,Estados Unidos,Solar,4356,22,2023,475062,"0,2229",811631,3251,255703,5339,5782557,Tecnologia,Mediterrâneo
9323,São Paulo,Brasil,Eólica,4349,2,2022,443461,"0,7125",804450,2136,422617,5765,10956585,Manufatura,Desértico
9324,Rio de Janeiro,Brasil,Hidrelétrica,18220,6,2023,37867,"0,5967",501586,3944,3230911,9029,3587594,Manufatura,Desértico
9325,Berlim,Alemanha,Hidrelétrica,27113,8,2023,198028,"0,7963",908839,4443,2085121,581,16878313,Tecnologia,Frio
9326,Munique,Alemanha,Solar,40077,9,2015,184060,"0,7359",811011,3026,881812,6698,2076543,Financeiro,Tropical
9327,Mumbai,Índia,Gás Natural,20193,8,2015,12946,"0,2782",514444,3511,4590466,7581,18407152,Mineração,Tropical
9328,Nova Délhi,Índia,Eólica,2879,2,2017,339553,"0,5287",655898,1075,286287,8393,5800865,Financeiro,Frio
9329,Pequim,China,Solar,43936,23,2021,140574,"0,2208",81046,798,5490658,5765,19194816,Manufatura,Frio
9330,Xangai,China,Nuclear,46644,9,2021,348594,"0,2059",320997,402,5473102,9273,9373733,Manufatura,Temperado
9331,Tóquio,Japão,Solar,21240,18,2016,491417,"0,1807",770603,1823,3004828,7514,16700284,Agronegócio,Frio
9332,Osaka,Japão,Nuclear,1831,16,2015,244951,"0,2891",53636,4586,266468,7547,13913971,Agronegócio,Desértico
9333,Londres,Reino Unido,Gás Natural,38694,18,2022,240482,"0,7811",14568,243,2128503,6648,12233818,Financeiro,Frio
9334,Paris,França,Carvão,34887,2,2016,379942,"0,2752",638873,2144,988604,797,10345014,Financeiro,Desértico
9335,Toronto,Canadá,Hidrelétrica,32088,24,2017,256686,"0,3948",649954,1025,1010408,8661,17667152,Tecnologia,Tropical
9336,Vancouver,Canadá,Eólica,1763,21,2023,328489,"0,8919",508331,865,227498,8189,16656995,Mineração,Temperado
9337,Sydney,Austrália,Hidrelétrica,6792,1,2020,232680,"0,4519",804363,3536,1060188,6766,18973225,Manufatura,Desértico
9338,Melbourne,Austrália,Hidrelétrica,27359,18,2021,139935,"0,5375",821013,2005,5581176,5209,10798298,Mineração,Frio
9339,Cidade do México,México,Eólica,3220,19,2018,170483,"0,0519",625948,562,72706,7051,7117963,Mineração,Frio
9340,Moscou,Rússia,Solar,25540,17,2021,110587,"0,6502",617589,3383,111583,6898,19828400,Tecnologia,Tropical
9341,Nova York,Estados Unidos,Nuclear,33296,22,2021,371409,"0,6852",419114,417,2641892,7523,16956438,Turismo,Frio
9342,Los Angeles,Estados Unidos,Nuclear,16096,1,2019,232471,"0,3515",822969,2031,539532,6692,2295799,Mineração,Desértico
9343,São Paulo,Brasil,Gás Natural,23972,13,2019,412394,"0,8444",761772,2025,3843715,6031,16285399,Turismo,Tropical
9344,Rio de Janeiro,Brasil,Nuclear,28280,22,2015,75092,"0,2992",616950,1274,556787,8251,9749435,Mineração,Frio
9345,Berlim,Alemanha,Nuclear,21590,6,2016,206461,"0,5543",901334,3794,2928561,9155,8847991,Agronegócio,Temperado
9346,Munique,Alemanha,Hidrelétrica,18768,14,2022,37959,"0,7813",699787,2161,983569,8679,1144966,Financeiro,Frio
9347,Mumbai,Índia,Gás Natural,48140,1,2019,469908,"0,2703",998631,2193,1082415,8512,5312165,Agronegócio,Desértico
9348,Nova Délhi,Índia,Gás Natural,30885,24,2023,94154,"0,1289",523555,1436,5340073,5563,12752891,Mineração,Temperado
9349,Pequim,China,Eólica,24365,11,2016,148565,"0,2658",665550,1915,5382295,5935,4463662,Mineração,Tropical
9350,Xangai,China,Gás Natural,4872,7,2018,204888,"0,8036",218696,3315,38058,6517,15908028,Agronegócio,Mediterrâneo
9351,Tóquio,Japão,Solar,38055,24,2019,297997,"0,0144",593841,472,2713471,5887,13226322,Mineração,Temperado
9352,Osaka,Japão,Hidrelétrica,22011,24,2019,222573,"0,6388",71612,633,4720283,5511,18559587,Financeiro,Tropical
9353,Londres,Reino Unido,Hidrelétrica,35068,22,2023,320561,"0,1235",420513,2355,4091565,7759,2591565,Agronegócio,Desértico
9354,Paris,França,Carvão,39564,12,2021,365158,"0,2074",547551,4787,616562,8661,8984038,Financeiro,Temperado
9355,Toronto,Canadá,Hidrelétrica,31217,1,2023,498731,"0,2934",524453,4866,1035796,7927,16551495,Turismo,Temperado
9356,Vancouver,Canadá,Nuclear,26480,13,2019,411842,"0,7134",247385,3791,3452409,5785,13908313,Tecnologia,Temperado
9357,Sydney,Austrália,Solar,11183,21,2022,446996,"0,7384",477134,2434,591652,8521,17705079,Tecnologia,Temperado
9358,Melbourne,Austrália,Carvão,21099,23,2017,343474,"0,6142",68902,791,1659892,9357,5257405,Turismo,Temperado
9359,Cidade do México,México,Gás Natural,7141,2,2021,199494,"0,1817",252597,263,1040856,7774,2499058,Tecnologia,Desértico
9360,Moscou,Rússia,Carvão,34273,21,2023,123859,"0,5487",220816,2942,7662172,6075,15444295,Tecnologia,Desértico
9361,Nova York,Estados Unidos,Eólica,24511,24,2018,391910,"0,1999",916335,2808,272048,7361,5278431,Manufatura,Desértico
9362,Los Angeles,Estados Unidos,Carvão,10849,17,2021,139068,"0,5905",994023,1451,1009222,9489,17141950,Turismo,Tropical
9363,São Paulo,Brasil,Carvão,27842,7,2019,37133,"0,8016",707476,2894,3656496,8607,4182456,Mineração,Desértico
9364,Rio de Janeiro,Brasil,Hidrelétrica,37949,13,2017,479616,"0,2752",160912,2218,5522202,706,10928493,Manufatura,Desértico
9365,Berlim,Alemanha,Eólica,25310,9,2015,476579,"0,2651",508076,107,2065521,9274,13703797,Agronegócio,Frio
9366,Munique,Alemanha,Nuclear,28673,17,2022,129563,"0,1084",318148,2413,174324,6847,3590691,Tecnologia,Tropical
9367,Mumbai,Índia,Solar,12245,2,2017,268898,"0,0434",18501,3526,2230036,8851,4523186,Financeiro,Tropical
9368,Nova Délhi,Índia,Solar,11496,2,2021,218016,"0,0216",286898,365,2327688,9039,18863884,Mineração,Tropical
9369,Pequim,China,Carvão,6088,19,2021,125119,"0,8593",290293,556,1406378,5033,16590760,Agronegócio,Mediterrâneo
9370,Xangai,China,Solar,35305,12,2015,366820,"0,0111",637825,887,5074359,5293,17519622,Turismo,Desértico
9371,Tóquio,Japão,Hidrelétrica,45845,25,2020,428897,"0,0637",173395,2612,2241421,9318,2370140,Mineração,Desértico
9372,Osaka,Japão,Carvão,15925,22,2021,492123,"0,1386",22654,639,303359,5939,5694594,Financeiro,Frio
9373,Londres,Reino Unido,Hidrelétrica,1126,24,2016,485236,"0,3973",351323,2403,16946,5361,19259718,Turismo,Mediterrâneo
9374,Paris,França,Gás Natural,27889,8,2023,299663,"0,4559",150371,3687,5382408,537,12239067,Manufatura,Mediterrâneo
9375,Toronto,Canadá,Gás Natural,27184,14,2018,10275,"0,2268",664027,444,4370601,6094,13112009,Tecnologia,Mediterrâneo
9376,Vancouver,Canadá,Hidrelétrica,8911,11,2015,492683,"0,1089",522050,254,598781,5004,17710655,Tecnologia,Temperado
9377,Sydney,Austrália,Solar,49030,18,2018,157973,"0,8243",10801,3857,514622,6514,7323268,Tecnologia,Mediterrâneo
9378,Melbourne,Austrália,Solar,7388,24,2020,53770,"0,0326",802800,1841,636728,6283,5841731,Financeiro,Temperado
9379,Cidade do México,México,Gás Natural,2602,17,2019,485508,"0,6159",986586,340,89908,9187,16935434,Tecnologia,Mediterrâneo
9380,Moscou,Rússia,Carvão,14402,11,2018,46713,"0,5917",155849,1482,869522,8589,13866791,Agronegócio,Frio
9381,Nova York,Estados Unidos,Hidrelétrica,30024,25,2021,344441,"0,7512",81890,229,1875266,6933,11626531,Mineração,Desértico
9382,Los Angeles,Estados Unidos,Carvão,44915,17,2023,28031,"0,8827",929868,4258,1475195,5655,10609139,Tecnologia,Tropical
9383,São Paulo,Brasil,Nuclear,8387,15,2022,263266,"0,3429",659497,7,1921473,6504,1976032,Tecnologia,Frio
9384,Rio de Janeiro,Brasil,Hidrelétrica,23532,14,2015,407428,"0,2418",79026,4053,4930522,6464,1024890,Turismo,Temperado
9385,Berlim,Alemanha,Carvão,28039,18,2021,275954,"0,7836",107187,4183,458457,5256,6528749,Turismo,Tropical
9386,Munique,Alemanha,Eólica,47786,14,2020,211883,"0,4397",928331,3916,5378374,8442,1762941,Mineração,Tropical
9387,Mumbai,Índia,Eólica,13803,13,2021,186569,"0,0764",359763,1832,135332,9658,779789,Mineração,Frio
9388,Nova Délhi,Índia,Gás Natural,21156,13,2022,207557,"0,6965",516158,314,505627,7356,11773876,Financeiro,Tropical
9389,Pequim,China,Nuclear,38043,15,2019,117579,"0,5817",870362,596,191789,7014,5026991,Mineração,Frio
9390,Xangai,China,Gás Natural,40212,14,2018,340202,"0,4424",741280,2445,1261275,955,8867512,Financeiro,Temperado
9391,Tóquio,Japão,Eólica,15148,24,2018,284946,"0,0631",132052,1643,2612073,564,16217196,Mineração,Tropical
9392,Osaka,Japão,Solar,3435,14,2021,91845,"0,0412",284387,3187,462499,9241,13954929,Manufatura,Temperado
9393,Londres,Reino Unido,Eólica,32961,19,2015,342695,"0,4473",296750,2943,774951,9055,18920795,Manufatura,Tropical
9394,Paris,França,Nuclear,30380,15,2023,84556,"0,3414",730469,775,4242078,9313,9902578,Manufatura,Desértico
9395,Toronto,Canadá,Gás Natural,19956,13,2015,478920,"0,4019",119515,4458,3136939,7971,2499286,Mineração,Tropical
9396,Vancouver,Canadá,Gás Natural,26630,14,2016,188715,"0,6132",560121,1152,2941877,8114,16863134,Manufatura,Desértico
9397,Sydney,Austrália,Solar,25060,2,2019,75782,"0,4545",363564,2407,574398,8262,15702608,Manufatura,Mediterrâneo
9398,Melbourne,Austrália,Hidrelétrica,26352,1,2022,199271,"0,8482",407833,4575,3145905,760,9966513,Tecnologia,Tropical
9399,Cidade do México,México,Nuclear,21938,12,2019,311924,"0,8053",923552,385,5172069,8301,19179735,Agronegócio,Mediterrâneo
9400,Moscou,Rússia,Nuclear,30232,5,2022,27023,"0,3686",307529,499,1808055,7686,5209525,Mineração,Mediterrâneo
9401,Nova York,Estados Unidos,Gás Natural,3418,21,2023,346541,"0,6933",986684,1024,332106,8319,18987761,Turismo,Temperado
9402,Los Angeles,Estados Unidos,Carvão,22869,13,2016,406620,"0,8559",823094,1206,1851183,937,17706874,Manufatura,Mediterrâneo
9403,São Paulo,Brasil,Eólica,3052,12,2019,277537,"0,7019",693839,4914,336634,8385,9156398,Manufatura,Frio
9404,Rio de Janeiro,Brasil,Eólica,3226,24,2015,143538,"0,0157",444225,1923,72759,7705,8708676,Manufatura,Desértico
9405,Berlim,Alemanha,Eólica,40746,16,2017,485507,"0,0138",184237,2458,279039,5103,5884017,Agronegócio,Tropical
9406,Munique,Alemanha,Eólica,41336,22,2021,180730,"0,6081",604648,3977,2817993,6457,15688752,Mineração,Mediterrâneo
9407,Mumbai,Índia,Hidrelétrica,1594,19,2021,11015,"0,6501",128284,3572,287359,5156,15417430,Mineração,Desértico
9408,Nova Délhi,Índia,Gás Natural,34397,23,2015,319209,"0,7948",750767,4829,5072697,8259,6358847,Financeiro,Frio
9409,Pequim,China,Eólica,28513,8,2018,91994,"0,7726",624835,154,5483043,8125,15615955,Manufatura,Temperado
9410,Xangai,China,Hidrelétrica,1449,13,2020,276973,"0,5348",819312,4696,188469,5301,8140217,Financeiro,Frio
9411,Tóquio,Japão,Gás Natural,24039,16,2020,237324,"0,2477",979187,1736,5601217,9665,8875967,Financeiro,Desértico
9412,Osaka,Japão,Nuclear,48195,2,2019,303806,"0,0602",348515,3838,6110648,5542,12156391,Tecnologia,Desértico
9413,Londres,Reino Unido,Solar,18211,14,2019,71116,"0,5889",434127,1972,1440629,691,7907270,Tecnologia,Temperado
9414,Paris,França,Gás Natural,49860,22,2016,61008,"0,2323",649049,224,1074378,8474,5935548,Turismo,Frio
9415,Toronto,Canadá,Carvão,3906,22,2023,494155,"0,2441",873344,1703,96234,9178,13546054,Turismo,Tropical
9416,Vancouver,Canadá,Eólica,35631,24,2022,480487,"0,5312",42405,3886,289604,7222,13527528,Mineração,Mediterrâneo
9417,Sydney,Austrália,Nuclear,16239,15,2021,332551,"0,3834",949037,2158,202877,5541,7129653,Turismo,Temperado
9418,Melbourne,Austrália,Nuclear,28558,24,2016,401411,"0,3938",102345,73,1340654,7284,19399175,Agronegócio,Tropical
9419,Cidade do México,México,Gás Natural,44276,23,2018,150584,"0,7586",920027,678,1605483,5274,16223961,Manufatura,Mediterrâneo
9420,Moscou,Rússia,Nuclear,12484,19,2019,186773,"0,1651",731079,1124,1548724,6646,14945070,Tecnologia,Tropical
9421,Nova York,Estados Unidos,Gás Natural,32810,5,2019,177515,"0,2833",522310,2205,571608,8697,3098998,Tecnologia,Desértico
9422,Los Angeles,Estados Unidos,Eólica,25278,6,2021,443820,"0,6069",192830,3815,5746173,9242,10619771,Tecnologia,Mediterrâneo
9423,São Paulo,Brasil,Hidrelétrica,12970,16,2023,1421,"0,2615",560384,2581,1411549,7876,4203012,Tecnologia,Tropical
9424,Rio de Janeiro,Brasil,Solar,34038,16,2018,274049,"0,8804",40269,665,1720558,5394,5165037,Manufatura,Tropical
9425,Berlim,Alemanha,Eólica,49675,23,2021,321634,"0,4867",267715,2591,1502438,8973,14095317,Manufatura,Temperado
9426,Munique,Alemanha,Hidrelétrica,5613,13,2022,93281,"0,1448",43541,1323,559447,764,9887559,Turismo,Desértico
9427,Mumbai,Índia,Eólica,29415,6,2022,64057,"0,0608",264665,1802,72418,5101,16801636,Mineração,Desértico
9428,Nova Délhi,Índia,Nuclear,11723,25,2016,486224,"0,2262",454167,3818,2871502,5585,3700610,Agronegócio,Desértico
9429,Pequim,China,Eólica,17366,19,2016,114604,"0,1886",363007,3355,3792213,5324,6492730,Mineração,Tropical
9430,Xangai,China,Hidrelétrica,32470,9,2015,49242,"0,4449",130214,4539,5341647,8649,14976512,Turismo,Mediterrâneo
9431,Tóquio,Japão,Carvão,17522,9,2015,269128,"0,6574",268068,1231,229047,9784,6689312,Agronegócio,Mediterrâneo
9432,Osaka,Japão,Hidrelétrica,11041,7,2022,317491,"0,7721",606812,4337,1593758,731,3942395,Turismo,Temperado
9433,Londres,Reino Unido,Nuclear,12961,16,2018,333792,"0,4608",997617,2815,554055,5307,6514490,Turismo,Tropical
9434,Paris,França,Nuclear,33212,11,2018,245078,"0,7419",285480,469,5113089,8165,19887078,Financeiro,Frio
9435,Toronto,Canadá,Eólica,30607,14,2016,383673,"0,2797",516795,3029,2759643,9196,4822989,Turismo,Tropical
9436,Vancouver,Canadá,Gás Natural,11231,25,2017,329064,"0,1476",987400,175,2744061,6457,7702618,Tecnologia,Temperado
9437,Sydney,Austrália,Hidrelétrica,18638,8,2022,401090,"0,3207",719364,2734,2341495,6776,13404250,Tecnologia,Temperado
9438,Melbourne,Austrália,Solar,35229,15,2018,237767,"0,0615",267383,356,2096396,9516,17337816,Manufatura,Frio
9439,Cidade do México,México,Carvão,14477,24,2017,498904,"0,058",342083,2919,2252583,7613,2973093,Financeiro,Tropical
9440,Moscou,Rússia,Gás Natural,39458,19,2020,493233,"0,3554",423398,2597,4691624,9149,19274713,Tecnologia,Tropical
9441,Nova York,Estados Unidos,Eólica,7105,15,2023,89258,"0,1918",559631,1053,1144389,6557,16284938,Turismo,Desértico
9442,Los Angeles,Estados Unidos,Eólica,17687,8,2021,44114,"0,8534",131815,2221,1218994,7886,7708464,Financeiro,Tropical
9443,São Paulo,Brasil,Gás Natural,42432,6,2017,148825,"0,6947",597342,318,1267884,8828,2830300,Tecnologia,Temperado
9444,Rio de Janeiro,Brasil,Solar,8998,9,2018,301682,"0,1355",290865,2214,1948544,9027,10857738,Agronegócio,Temperado
9445,Berlim,Alemanha,Eólica,26184,15,2020,231788,"0,6567",546765,1438,1322241,9156,17083155,Turismo,Tropical
9446,Munique,Alemanha,Carvão,30692,6,2015,176143,"0,6632",741851,3369,2661577,7186,10646379,Turismo,Desértico
9447,Mumbai,Índia,Solar,678,18,2016,55340,"0,6458",989948,2904,127694,6344,17199926,Financeiro,Frio
9448,Nova Délhi,Índia,Eólica,11671,13,2023,304224,"0,5832",571583,1963,1994074,9224,3887227,Agronegócio,Mediterrâneo
9449,Pequim,China,Hidrelétrica,613,22,2015,440255,"0,7164",559859,59,131937,5272,2367692,Financeiro,Tropical
9450,Xangai,China,Gás Natural,23179,17,2021,367880,"0,8332",784868,3916,3967534,5217,15923879,Mineração,Frio
9451,Tóquio,Japão,Nuclear,19551,5,2023,488356,"0,6671",249186,3751,4533108,8829,1272958,Turismo,Mediterrâneo
9452,Osaka,Japão,Nuclear,33052,2,2022,490953,"0,6211",949277,764,6038863,8191,9670000,Agronegócio,Temperado
9453,Londres,Reino Unido,Nuclear,35097,12,2021,157487,"0,6843",300475,2069,4753673,5388,11013785,Mineração,Temperado
9454,Paris,França,Hidrelétrica,14558,6,2022,405176,"0,4032",114619,167,3613897,7558,16799954,Mineração,Mediterrâneo
9455,Toronto,Canadá,Gás Natural,1347,1,2018,248045,"0,7156",632576,3837,121797,5362,5038035,Turismo,Tropical
9456,Vancouver,Canadá,Solar,24224,22,2022,425048,"0,1928",914125,3297,3048882,835,3193688,Manufatura,Frio
9457,Sydney,Austrália,Eólica,47324,7,2020,466156,"0,5673",128022,4986,11819672,7941,6268939,Mineração,Tropical
9458,Melbourne,Austrália,Nuclear,40785,12,2015,433904,"0,4067",72328,2449,4953675,8409,9708039,Financeiro,Frio
9459,Cidade do México,México,Gás Natural,10708,13,2020,224978,"0,8824",907064,3724,822036,7068,17459815,Turismo,Tropical
9460,Moscou,Rússia,Hidrelétrica,37204,24,2022,437783,"0,3969",900510,1577,116436,6586,11023513,Tecnologia,Tropical
9461,Nova York,Estados Unidos,Solar,43489,7,2023,192303,"0,8659",569504,2562,3714682,7203,18548196,Manufatura,Frio
9462,Los Angeles,Estados Unidos,Nuclear,10962,9,2023,499552,"0,2479",229527,4291,50512,5019,4021732,Tecnologia,Mediterrâneo
9463,São Paulo,Brasil,Nuclear,19548,7,2020,167991,"0,5381",469142,1701,1731799,5596,8019452,Agronegócio,Temperado
9464,Rio de Janeiro,Brasil,Carvão,32478,15,2016,242912,"0,8417",303601,2966,3509345,7784,13038875,Agronegócio,Desértico
9465,Berlim,Alemanha,Carvão,5524,7,2023,85953,"0,3412",769261,62,49247,8839,3715774,Manufatura,Mediterrâneo
9466,Munique,Alemanha,Carvão,18414,21,2017,460697,"0,4272",680239,1605,3576766,8998,4948492,Mineração,Desértico
9467,Mumbai,Índia,Eólica,46673,21,2017,276824,"0,3147",982317,2277,11065638,737,11572148,Manufatura,Desértico
9468,Nova Délhi,Índia,Gás Natural,19186,9,2016,442127,"0,8454",202659,3063,2166987,768,15019700,Agronegócio,Mediterrâneo
9469,Pequim,China,Solar,46263,14,2015,365958,"0,1179",543066,888,6585878,7494,6820280,Mineração,Desértico
9470,Xangai,China,Hidrelétrica,19829,16,2019,120176,"0,1086",29763,969,305753,5786,7469716,Turismo,Temperado
9471,Tóquio,Japão,Nuclear,36130,9,2015,266068,"0,5817",567578,176,5538558,730,2823173,Financeiro,Tropical
9472,Osaka,Japão,Hidrelétrica,22707,22,2017,150730,"0,0819",358840,1262,2419532,8617,13941931,Agronegócio,Frio
9473,Londres,Reino Unido,Gás Natural,14813,8,2018,362072,"0,3071",927578,1087,2678417,8147,5661961,Agronegócio,Desértico
9474,Paris,França,Carvão,34690,5,2023,433372,"0,7861",235964,833,2545051,8869,18703155,Turismo,Tropical
9475,Toronto,Canadá,Gás Natural,37453,15,2016,267378,"0,4968",872708,1572,1958258,6662,7768555,Tecnologia,Frio
9476,Vancouver,Canadá,Gás Natural,23057,9,2019,90818,"0,6935",243306,3111,5056817,9209,11444613,Tecnologia,Temperado
9477,Sydney,Austrália,Eólica,24603,22,2018,238491,"0,5638",187802,4244,249198,7665,731414,Mineração,Temperado
9478,Melbourne,Austrália,Nuclear,28928,18,2015,445570,"0,4932",585270,3773,1070268,527,13582377,Agronegócio,Mediterrâneo
9479,Cidade do México,México,Gás Natural,43591,17,2022,378988,"0,1887",562404,849,6506644,5684,15867781,Tecnologia,Frio
9480,Moscou,Rússia,Solar,26215,14,2022,206216,"0,1269",969158,3965,4222611,9395,17723272,Manufatura,Tropical
9481,Nova York,Estados Unidos,Solar,43907,22,2017,407598,"0,3844",507514,201,10205005,7039,13018825,Financeiro,Mediterrâneo
9482,Los Angeles,Estados Unidos,Eólica,5133,14,2016,86208,"0,8648",272406,229,896115,6666,15047387,Manufatura,Frio
9483,São Paulo,Brasil,Eólica,37421,22,2019,349689,"0,1054",370425,938,5054201,5798,19205778,Tecnologia,Temperado
